age,gender,physical_activity_level,diet_type,bmi,caffeine_intake_mg,water_intake_liters,screen_time_hours,daily_steps,calories_burned,resting_heart_rate,deep_sleep_hours,sleep_quality_score,daily_stress_level,sleep_deviation
37,Male,Low,Average,24.1,111.0,2.8,2.0,4419,1723,77.0,1.4,4.7,Low,0.7999999999999998
64,Male,Medium,Unhealthy,21.3,139.0,2.1,7.2,9476,1679,57.0,1.7,3.6,Low,1.7000000000000002
60,Male,Medium,Average,27.3,248.0,3.0,6.2,8407,1483,70.0,1.7,3.8,Low,1.7999999999999998
61,Male,Low,Average,28.7,298.0,2.2,5.2,5117,1506,78.0,1.3,5.1,Medium,1.0
26,Other,Low,Average,25.4,279.0,3.9,7.2,4665,1590,74.0,1.1,3.6,Medium,1.2999999999999998
30,Male,Low,Average,23.9,204.0,3.8,7.0,4427,1383,69.0,2.2,4.9,Low,1.7000000000000002
32,Female,Medium,Unhealthy,25.3,154.0,1.3,6.0,5567,1431,72.0,1.3,4.5,Low,0.5999999999999996
44,Male,High,Average,25.8,249.0,2.8,7.0,13608,1845,64.0,2.4,4.2,Medium,0.5999999999999996
32,Female,Medium,Average,22.4,0.0,2.1,5.5,11821,1567,54.0,1.5,3.7,Low,1.0999999999999996
45,Male,Medium,Healthy,20.1,480.0,2.7,4.1,8979,1565,68.0,2.0,4.2,Low,1.7999999999999998
54,Female,Low,Average,17.5,172.0,3.0,11.9,5752,1048,62.0,2.1,4.6,Low,0.20000000000000018
36,Female,Low,Average,30.1,227.0,1.5,5.8,7016,1879,75.0,0.8,3.1,Medium,2.8
43,Female,Low,Healthy,27.0,514.0,1.7,7.7,2231,1532,81.0,1.7,2.4,Medium,3.0
69,Male,Medium,Average,26.5,88.0,1.8,13.5,13198,2101,58.0,1.9,2.7,Medium,1.7999999999999998
43,Female,Medium,Unhealthy,30.1,549.0,2.1,6.0,9946,1888,80.0,1.7,4.4,Medium,0.9000000000000004
42,Male,High,Healthy,20.0,310.0,2.1,8.2,17486,1730,50.0,1.7,3.8,Low,1.7000000000000002
43,Male,Medium,Unhealthy,18.1,266.0,3.1,12.8,6659,1246,62.0,1.4,2.2,Medium,1.4000000000000004
43,Male,Medium,Healthy,26.5,296.0,2.7,2.9,9448,1573,65.0,1.0,3.3,Low,2.3
63,Male,Low,Average,26.2,73.0,1.8,10.3,2798,1390,74.0,1.1,3.1,Medium,1.4000000000000004
45,Male,Low,Average,18.1,0.0,2.2,7.6,4224,892,61.0,1.9,3.8,Low,0.5999999999999996
66,Female,Low,Average,26.4,22.0,0.6,5.7,4505,1637,77.0,1.5,4.1,Low,0.0
35,Male,Medium,Healthy,23.4,363.0,4.1,7.1,7522,1784,69.0,1.5,3.9,Medium,1.0
49,Male,Medium,Unhealthy,21.8,59.0,2.5,6.1,10301,1120,57.0,1.2,3.9,Medium,2.3
20,Male,Low,Healthy,23.7,0.0,3.3,10.9,3220,1513,68.0,1.5,3.5,Low,1.2000000000000002
19,Female,Medium,Average,17.5,188.0,3.1,7.0,3975,1025,63.0,1.2,3.2,Low,1.7000000000000002
50,Female,Medium,Average,22.6,286.0,2.5,8.7,7512,1682,65.0,2.0,3.9,Medium,1.5999999999999996
59,Male,Low,Average,22.2,205.0,0.6,5.7,5880,1397,70.0,2.0,4.1,Low,1.2000000000000002
36,Female,Medium,Average,27.2,290.0,2.1,7.7,12911,2070,62.0,2.3,4.7,Low,0.7999999999999998
34,Female,Medium,Average,24.4,373.0,2.8,6.0,10631,1624,69.0,1.6,3.6,Medium,1.4000000000000004
61,Male,Low,Healthy,27.6,285.0,2.5,3.5,5600,1613,75.0,2.1,4.7,Low,0.7000000000000002
50,Female,Medium,Average,17.5,176.0,3.3,10.3,7242,1357,56.0,1.2,3.2,Medium,1.4000000000000004
29,Female,Low,Healthy,21.6,118.0,2.5,7.9,7455,1868,60.0,1.4,3.4,Low,2.8
66,Female,Medium,Healthy,27.2,315.0,4.0,8.9,9368,1629,67.0,2.2,4.4,Medium,1.5
20,Male,High,Average,23.8,241.0,1.7,5.2,16169,1859,52.0,1.6,4.9,Low,0.5
60,Male,Medium,Average,28.4,70.0,2.9,10.0,9256,1645,62.0,2.0,5.0,Low,0.7999999999999998
66,Male,Low,Average,17.8,395.0,1.7,8.2,2262,932,68.0,1.3,3.8,Medium,1.2000000000000002
43,Female,Medium,Average,27.9,239.0,3.2,7.4,8767,1643,62.0,1.1,3.1,Low,2.7
52,Female,Low,Average,22.4,297.0,1.9,9.6,1817,993,75.0,1.9,3.2,Medium,2.5
25,Male,Low,Average,22.1,141.0,1.1,6.2,5240,1416,64.0,1.2,3.7,Low,0.9000000000000004
53,Female,Low,Unhealthy,29.6,0.0,2.1,5.3,3051,1423,73.0,2.3,4.8,Low,0.7999999999999998
24,Female,Low,Average,29.1,451.0,3.7,7.1,5689,1449,84.0,1.8,4.0,Medium,1.2000000000000002
63,Female,Medium,Average,33.2,0.0,3.1,4.7,7283,2124,68.0,1.4,5.3,Low,1.0999999999999996
63,Female,Medium,Healthy,30.1,0.0,2.9,4.1,7331,1699,72.0,2.4,6.1,Low,0.0
53,Female,Low,Average,21.8,237.0,2.4,5.8,4800,1730,63.0,1.8,4.3,Medium,0.0
33,Male,Medium,Average,25.6,120.0,1.6,6.6,7968,1581,63.0,2.1,4.1,Low,1.2000000000000002
41,Male,High,Average,23.6,150.0,1.8,8.4,14700,1776,55.0,1.4,3.8,Medium,0.20000000000000018
18,Male,Low,Unhealthy,33.1,120.0,2.1,5.4,5548,1831,84.0,2.2,5.7,Low,0.0
66,Female,Medium,Healthy,29.4,82.0,2.0,8.5,6523,1448,74.0,1.8,5.0,Low,0.20000000000000018
42,Male,Medium,Average,24.2,247.0,2.0,6.2,6353,1181,61.0,0.8,2.8,Low,2.8
27,Female,Medium,Healthy,28.5,192.0,1.7,5.8,7534,2003,72.0,1.7,3.8,Low,1.4000000000000004
33,Male,Low,Unhealthy,26.0,212.0,1.9,5.6,4963,1301,80.0,1.9,4.8,Low,2.2
25,Female,Medium,Average,21.2,137.0,3.4,11.6,11883,1634,56.0,1.9,2.2,Medium,2.2
46,Male,High,Average,18.2,316.0,3.4,8.1,13871,1731,55.0,2.2,4.5,Medium,0.5
56,Male,Medium,Average,28.1,0.0,3.0,3.6,8072,1462,63.0,1.6,4.5,Low,1.0
45,Female,High,Healthy,28.6,0.0,2.9,6.7,12045,1909,58.0,1.1,3.4,Low,1.0999999999999996
23,Male,Medium,Average,26.8,0.0,1.3,5.4,6454,1493,67.0,2.5,5.7,Low,0.5
33,Female,High,Average,24.3,148.0,4.3,2.9,16031,1889,50.0,1.7,4.9,Low,0.5
37,Female,Medium,Average,19.9,258.0,2.3,9.6,8078,1564,62.0,1.2,2.4,Medium,2.4000000000000004
33,Female,High,Average,20.4,0.0,3.1,9.7,17741,1809,50.0,1.4,4.3,Medium,1.4000000000000004
24,Female,Low,Healthy,21.1,198.0,3.2,5.2,5707,1401,65.0,1.3,4.2,Low,0.09999999999999964
60,Male,Low,Healthy,29.2,0.0,2.8,7.0,5024,1653,71.0,1.5,4.3,Low,1.0
43,Male,Medium,Average,18.4,592.0,1.3,9.4,6130,1597,67.0,1.0,2.8,High,2.0
43,Male,Medium,Average,22.2,204.0,2.4,7.7,4232,1399,67.0,1.3,3.1,Medium,1.9000000000000004
31,Male,Low,Unhealthy,22.1,17.0,0.6,9.9,4331,1212,67.0,2.5,5.0,Medium,0.40000000000000036
24,Female,High,Average,17.5,219.0,2.5,4.1,18073,1975,50.0,2.2,4.4,Low,1.2000000000000002
50,Male,Medium,Average,27.3,424.0,3.6,7.4,9423,1727,69.0,2.4,3.9,Medium,0.09999999999999964
37,Male,Medium,Average,30.4,182.0,2.1,4.3,9633,1779,69.0,2.5,5.4,Low,0.5
20,Female,Low,Average,25.4,195.0,3.0,3.0,2737,1235,67.0,1.2,3.9,Low,1.2999999999999998
69,Male,Low,Average,23.3,306.0,2.6,7.1,1000,1168,80.0,1.5,4.0,Medium,1.7000000000000002
21,Female,Medium,Healthy,27.3,421.0,2.9,5.9,7590,1424,74.0,1.9,4.5,Low,0.5999999999999996
43,Male,Medium,Average,29.2,317.0,2.4,3.8,4072,1278,82.0,1.2,5.0,Low,0.1999999999999993
28,Male,Medium,Average,26.2,0.0,1.9,10.0,5940,1568,66.0,1.5,3.1,Medium,1.0
19,Female,Medium,Average,27.8,39.0,2.6,8.0,4601,1280,73.0,1.4,4.0,Medium,1.2000000000000002
31,Female,Low,Unhealthy,24.4,80.0,2.6,5.2,2869,1480,73.0,1.8,4.6,Low,1.0
61,Male,Medium,Healthy,24.7,316.0,3.3,7.5,6932,1906,68.0,1.0,3.2,Low,1.0999999999999996
47,Male,Low,Healthy,25.5,291.0,2.1,6.4,2689,1428,73.0,1.2,3.5,Medium,3.0999999999999996
66,Male,High,Unhealthy,22.0,389.0,2.5,3.1,20900,1988,50.0,1.6,4.9,Medium,0.5999999999999996
29,Female,Low,Average,22.7,283.0,2.4,7.7,3719,839,72.0,1.5,4.0,Low,2.2
43,Female,Medium,Unhealthy,30.5,105.0,4.3,11.1,10656,2076,67.0,1.5,2.9,Medium,1.2000000000000002
61,Female,Low,Healthy,33.0,170.0,1.9,10.5,4853,1829,80.0,1.2,3.6,Low,1.5999999999999996
50,Male,Medium,Unhealthy,31.4,0.0,2.2,7.3,7585,1969,72.0,2.2,4.6,Medium,0.7000000000000002
31,Female,Low,Healthy,19.3,106.0,3.5,8.4,6026,1152,59.0,1.9,5.0,Low,0.7999999999999998
41,Female,Medium,Healthy,20.2,383.0,3.6,7.7,5927,1493,65.0,1.1,3.2,Low,2.2
51,Female,High,Average,25.5,290.0,2.3,6.7,12119,1607,64.0,2.5,5.1,Low,0.1999999999999993
61,Female,High,Healthy,17.5,490.0,3.4,11.7,12074,1293,62.0,1.6,3.3,Medium,1.5999999999999996
43,Male,Low,Unhealthy,22.6,262.0,2.8,6.0,4112,1474,69.0,2.0,4.9,Medium,1.0
38,Female,Medium,Average,30.6,260.0,3.1,9.4,6182,1916,78.0,1.3,3.1,Medium,1.5
45,Female,Low,Average,28.9,172.0,1.7,7.4,5405,1872,78.0,1.1,2.9,Medium,1.5999999999999996
53,Male,Medium,Average,23.3,161.0,4.0,2.9,6564,1396,71.0,1.8,5.0,Low,0.40000000000000036
57,Female,Low,Average,27.3,349.0,3.7,9.8,4791,1377,74.0,2.4,4.3,Medium,0.09999999999999964
19,Male,Medium,Healthy,28.7,0.0,3.1,9.1,6319,1495,71.0,1.3,3.2,Low,1.5999999999999996
59,Female,High,Average,22.9,209.0,3.3,7.5,14536,1535,51.0,2.8,5.6,Low,0.40000000000000036
26,Male,Low,Unhealthy,24.1,0.0,4.4,9.6,5755,1427,66.0,2.3,4.4,Medium,1.0
32,Male,Medium,Average,19.7,131.0,2.0,3.8,7789,1550,52.0,1.3,4.3,Low,1.4000000000000004
30,Male,Medium,Average,24.1,275.0,3.5,4.6,12575,1815,64.0,2.2,5.6,Low,0.7000000000000002
40,Male,High,Average,23.8,88.0,2.4,6.8,15080,1610,53.0,1.8,4.4,Low,0.5
34,Female,High,Average,20.0,161.0,2.9,2.8,11470,1254,53.0,2.1,5.3,Low,0.3000000000000007
65,Female,Medium,Unhealthy,27.6,294.0,2.6,9.8,6158,1568,74.0,1.8,4.4,Low,2.3
19,Other,Low,Healthy,26.9,218.0,1.9,6.5,7418,1723,69.0,1.7,4.4,Low,0.9000000000000004
37,Male,Medium,Average,27.8,431.0,2.7,7.3,6518,1762,76.0,1.6,3.8,Medium,1.5999999999999996
37,Female,Low,Unhealthy,21.9,127.0,3.3,4.5,2947,1260,68.0,2.1,5.1,Low,1.0999999999999996
20,Female,Low,Average,26.9,385.0,2.9,6.6,5097,1591,83.0,2.2,4.1,Medium,1.4000000000000004
29,Female,Medium,Average,22.3,144.0,2.3,6.2,5518,1225,59.0,2.1,4.7,Low,0.5
57,Male,Low,Healthy,21.4,138.0,1.2,10.5,3582,924,62.0,2.1,4.6,Low,0.7000000000000002
19,Male,Medium,Average,20.0,257.0,2.5,10.3,5317,1154,67.0,2.3,4.6,Medium,1.2000000000000002
31,Male,Medium,Unhealthy,31.3,153.0,0.8,7.5,9643,1925,69.0,1.2,2.8,Low,1.9000000000000004
33,Female,Medium,Average,23.0,96.0,2.4,5.7,7497,1144,60.0,1.9,4.2,Low,1.2999999999999998
36,Male,Medium,Unhealthy,20.6,404.0,2.4,6.3,11938,1465,59.0,1.3,4.0,Medium,0.7000000000000002
51,Female,Low,Healthy,27.6,177.0,1.8,6.2,2729,1366,75.0,1.7,4.1,Low,0.7000000000000002
61,Female,High,Healthy,25.7,115.0,3.1,8.0,14653,2138,55.0,1.9,4.5,Low,0.9000000000000004
63,Other,High,Unhealthy,17.5,155.0,3.3,6.9,17922,1704,50.0,1.5,5.4,Low,0.1999999999999993
30,Male,High,Healthy,33.5,419.0,2.5,10.9,21927,2562,59.0,1.5,3.0,Medium,2.0999999999999996
53,Female,High,Average,17.5,174.0,3.5,9.9,14971,1246,50.0,2.4,4.1,Low,0.09999999999999964
39,Male,Medium,Average,20.1,70.0,1.8,5.0,6210,962,63.0,1.3,5.4,Low,0.40000000000000036
35,Female,Low,Average,17.5,487.0,2.2,7.7,4125,582,70.0,1.1,2.9,High,2.0999999999999996
29,Female,Medium,Unhealthy,24.7,220.0,3.0,5.1,6323,1663,73.0,1.7,3.9,Low,0.40000000000000036
69,Female,Medium,Average,29.0,184.0,2.0,8.5,8241,1982,71.0,1.2,4.6,Low,0.5999999999999996
47,Male,Medium,Healthy,25.4,210.0,2.4,11.8,10467,1388,66.0,1.6,2.8,Medium,1.5
68,Female,Medium,Average,30.6,13.0,3.2,6.1,9393,2129,67.0,2.3,5.2,Low,0.7999999999999998
57,Male,High,Average,28.3,193.0,2.5,9.0,13686,2382,63.0,1.8,3.6,Medium,1.2999999999999998
24,Male,Medium,Average,31.8,313.0,1.8,11.0,6626,1813,85.0,2.1,3.0,Low,1.5999999999999996
49,Female,Low,Average,29.6,383.0,2.0,6.7,4487,1478,81.0,1.6,3.5,Medium,1.5999999999999996
65,Male,Medium,Unhealthy,23.4,146.0,2.3,8.2,9059,1517,66.0,2.0,2.7,Medium,0.2999999999999998
36,Other,Medium,Unhealthy,25.3,228.0,3.0,11.3,5492,1718,71.0,2.3,3.4,Medium,0.7999999999999998
23,Male,Low,Healthy,21.5,385.0,2.2,4.7,2471,1437,71.0,2.3,5.1,Low,1.2999999999999998
37,Female,Medium,Average,24.1,205.0,0.5,4.4,7420,1494,67.0,2.5,5.1,Low,0.40000000000000036
44,Male,Low,Average,25.2,307.0,3.1,3.9,2002,1156,79.0,1.3,4.6,Low,0.7000000000000002
60,Female,High,Average,24.7,263.0,3.0,8.9,8567,1626,69.0,2.9,5.5,Low,0.3000000000000007
54,Female,Medium,Average,30.4,100.0,1.6,4.5,5938,1738,72.0,1.6,5.3,Low,0.7000000000000002
65,Female,Medium,Unhealthy,23.7,62.0,1.6,8.4,8765,1559,72.0,1.6,4.6,Low,0.7000000000000002
24,Male,Low,Average,21.3,358.0,3.6,10.4,4152,1153,74.0,1.8,3.9,High,1.9000000000000004
22,Female,Medium,Average,21.5,0.0,2.3,5.3,7110,1397,63.0,2.0,4.4,Low,0.09999999999999964
28,Male,Medium,Average,27.6,99.0,3.1,5.1,6127,1252,73.0,1.2,3.4,Low,1.0999999999999996
32,Male,Medium,Average,19.4,0.0,1.9,8.7,8737,1391,52.0,1.9,2.8,Medium,1.9000000000000004
20,Male,High,Average,24.2,359.0,3.0,7.1,14949,2035,57.0,2.8,5.6,Low,0.6999999999999993
22,Female,Medium,Unhealthy,30.3,404.0,1.8,2.0,10485,1896,75.0,2.1,5.4,Low,1.5
40,Male,Medium,Healthy,26.2,91.0,2.8,10.8,2977,1454,68.0,1.5,3.0,Medium,2.3
54,Female,Low,Average,24.7,614.0,2.8,8.4,1381,969,83.0,1.3,3.5,Medium,1.7000000000000002
26,Female,Medium,Average,24.9,406.0,0.8,6.0,9876,1744,66.0,2.1,5.3,Low,1.4000000000000004
32,Male,High,Average,20.9,229.0,2.6,5.9,15420,1847,53.0,2.2,4.7,Low,1.4000000000000004
20,Female,Medium,Average,21.6,424.0,1.9,8.8,9868,1802,61.0,2.1,3.7,Low,1.5999999999999996
46,Male,Medium,Healthy,24.2,103.0,3.4,6.9,6215,983,72.0,1.9,3.1,Low,1.4000000000000004
23,Female,High,Average,26.1,158.0,2.7,7.1,12832,1923,69.0,1.6,4.5,Low,1.5999999999999996
34,Male,Medium,Average,28.8,269.0,2.3,7.4,5444,1309,78.0,1.1,3.7,Medium,0.9000000000000004
43,Female,Medium,Average,25.4,96.0,3.7,5.0,3329,1481,76.0,1.3,4.7,Low,0.5999999999999996
38,Male,Medium,Average,30.4,7.0,1.0,6.1,8279,1740,70.0,1.9,3.8,Low,0.20000000000000018
25,Male,Medium,Healthy,31.4,59.0,4.0,6.5,10831,2103,65.0,1.9,4.5,Low,1.5
38,Male,Medium,Average,28.2,170.0,4.0,5.1,7664,1802,67.0,1.2,4.5,Low,0.20000000000000018
28,Male,Medium,Average,29.9,270.0,2.2,7.7,6567,1774,77.0,1.5,2.4,Medium,2.0999999999999996
55,Male,High,Average,21.0,149.0,3.2,8.2,10641,1384,55.0,1.8,3.6,Low,0.5999999999999996
25,Male,Low,Average,20.4,0.0,2.9,11.2,5670,1279,64.0,1.1,2.5,Medium,1.5999999999999996
59,Female,Low,Average,27.1,270.0,0.5,5.1,4121,1707,74.0,1.5,3.6,Medium,1.7000000000000002
41,Female,Low,Healthy,19.6,391.0,2.4,9.2,4181,1200,70.0,1.5,3.0,Medium,1.2000000000000002
52,Female,Medium,Average,23.8,101.0,1.5,10.6,5112,1552,65.0,2.2,3.9,Medium,0.9000000000000004
31,Female,Medium,Average,28.1,449.0,1.4,9.4,6166,1373,75.0,1.1,3.3,Medium,2.0
27,Female,Medium,Average,24.0,41.0,2.3,6.2,6947,1381,62.0,2.4,4.6,Low,0.7000000000000002
29,Female,Medium,Healthy,22.4,102.0,3.5,10.8,6696,1543,62.0,2.0,4.0,Low,1.2999999999999998
55,Male,Medium,Healthy,26.3,153.0,1.9,6.5,13019,1941,58.0,2.0,5.5,Low,1.7000000000000002
61,Female,High,Average,20.7,172.0,2.2,6.9,14208,1500,50.0,1.2,4.1,Low,0.7999999999999998
63,Male,Medium,Average,24.3,0.0,3.6,5.8,7655,1551,62.0,2.0,3.8,Low,1.2999999999999998
51,Female,Low,Average,25.0,87.0,2.4,8.9,3796,1373,64.0,1.4,3.9,Low,0.7000000000000002
58,Female,Low,Average,24.9,116.0,2.1,2.0,2982,1442,75.0,1.9,4.5,Low,2.3
27,Male,Medium,Healthy,25.4,483.0,3.2,5.0,7854,1653,74.0,1.5,3.3,Low,1.5
34,Female,Medium,Average,21.7,234.0,2.9,4.6,11880,1573,60.0,2.2,5.4,Medium,0.40000000000000036
34,Male,Low,Average,22.1,80.0,2.6,11.0,4619,1022,70.0,2.1,3.5,High,1.2000000000000002
20,Male,Low,Average,22.0,134.0,3.2,7.6,1606,1461,72.0,1.6,4.3,Low,1.5999999999999996
48,Male,Medium,Unhealthy,18.5,263.0,1.5,6.5,7125,1421,62.0,1.1,2.8,Low,3.3
68,Female,Medium,Healthy,26.4,143.0,2.0,6.5,8208,1666,69.0,1.7,4.3,Low,0.7000000000000002
18,Female,Medium,Unhealthy,28.6,112.0,4.1,3.5,4987,1733,70.0,2.7,6.2,Low,0.1999999999999993
29,Female,Low,Average,28.2,117.0,0.5,10.4,3298,1662,75.0,2.3,3.6,Medium,1.4000000000000004
21,Female,Medium,Unhealthy,21.8,0.0,1.6,8.5,7207,1626,62.0,1.8,4.1,Low,0.7000000000000002
59,Female,High,Average,28.0,36.0,2.6,5.4,14210,1562,64.0,1.5,3.9,Low,0.20000000000000018
30,Male,Medium,Healthy,27.6,60.0,3.0,6.9,9397,1415,64.0,1.9,4.1,Low,0.5
59,Male,Medium,Average,32.0,76.0,2.2,6.4,7828,1980,73.0,2.7,5.0,Low,0.1999999999999993
38,Male,Medium,Average,24.9,334.0,1.8,9.6,7345,1565,67.0,2.2,4.2,Medium,1.0999999999999996
21,Female,High,Average,23.4,240.0,2.5,7.9,11541,1617,59.0,1.5,5.1,Medium,0.6999999999999993
35,Male,Medium,Healthy,18.8,232.0,4.2,7.2,7905,1192,59.0,1.6,3.4,Low,1.5999999999999996
36,Male,High,Healthy,24.6,0.0,2.4,5.0,9824,1347,59.0,1.6,5.6,Low,0.40000000000000036
19,Male,High,Average,27.0,221.0,2.6,6.7,19185,1860,50.0,2.3,5.2,Medium,0.1999999999999993
29,Male,Medium,Average,32.4,244.0,2.2,7.5,9883,1796,79.0,2.3,4.4,Low,1.0
34,Male,Low,Average,23.4,98.0,3.6,4.5,1638,952,75.0,1.9,4.8,Medium,0.7999999999999998
27,Female,Medium,Average,17.5,38.0,3.5,7.3,10893,1023,50.0,2.4,4.9,Medium,0.9000000000000004
51,Male,High,Healthy,26.9,8.0,3.2,7.1,18543,2031,50.0,2.6,5.1,Low,0.09999999999999964
23,Female,Low,Unhealthy,25.7,225.0,3.3,7.3,3245,1625,74.0,2.0,5.1,Low,0.5
25,Female,High,Average,22.1,212.0,2.0,7.3,14617,1777,53.0,1.0,2.6,Medium,1.9000000000000004
68,Male,Low,Average,26.6,379.0,1.6,5.3,4135,1310,75.0,1.8,4.3,Medium,0.5
28,Male,Medium,Unhealthy,28.1,79.0,2.0,2.9,5245,1476,72.0,2.0,5.2,Low,0.40000000000000036
26,Male,Low,Healthy,23.8,202.0,2.2,4.8,1178,1137,74.0,1.4,4.5,Low,0.7999999999999998
19,Male,High,Average,30.9,117.0,3.0,6.8,14868,1922,58.0,1.8,4.8,Low,0.7999999999999998
25,Male,Medium,Average,22.1,325.0,2.6,5.1,11135,1492,55.0,2.0,4.6,Low,1.5
28,Female,Low,Healthy,25.3,385.0,1.4,3.3,1466,1209,74.0,1.9,5.4,Low,0.2999999999999998
53,Female,Medium,Healthy,17.5,34.0,3.5,7.9,7413,1000,56.0,1.7,4.8,Low,0.20000000000000018
27,Other,Medium,Average,19.1,131.0,2.1,8.8,10279,1373,55.0,1.0,2.7,Medium,2.4000000000000004
38,Female,Low,Average,25.6,398.0,3.1,9.8,4603,1717,76.0,1.6,2.9,Medium,2.5
37,Male,High,Unhealthy,29.9,248.0,1.8,5.9,16500,1890,59.0,2.4,5.5,Low,0.7000000000000002
65,Male,Low,Healthy,19.6,217.0,1.8,7.1,2969,1176,67.0,1.6,3.2,Low,1.5999999999999996
25,Male,Low,Unhealthy,25.3,251.0,1.8,7.9,2588,1566,77.0,1.3,4.1,Low,0.7999999999999998
53,Male,Low,Unhealthy,23.5,298.0,1.4,9.6,3700,1413,71.0,1.2,3.1,Medium,2.0
59,Male,Medium,Average,20.1,232.0,2.8,3.3,9199,1480,59.0,1.2,4.9,Low,1.2000000000000002
29,Male,High,Average,26.7,201.0,1.8,10.5,15333,1808,58.0,1.6,4.0,Medium,1.7000000000000002
31,Male,Low,Average,22.4,402.0,2.8,2.8,5468,1697,65.0,1.2,5.3,Low,0.20000000000000018
65,Male,Low,Average,25.9,160.0,2.6,9.3,4173,1565,75.0,1.4,3.6,Medium,1.5
67,Female,Low,Average,25.3,200.0,3.2,10.3,2428,1819,76.0,1.3,3.4,Medium,0.7999999999999998
39,Other,Medium,Healthy,26.9,248.0,3.3,4.5,9516,2203,67.0,2.2,6.1,Low,0.09999999999999964
38,Male,Medium,Average,25.2,190.0,1.8,4.8,10011,1833,65.0,1.5,4.4,Low,1.2000000000000002
61,Male,Low,Unhealthy,24.5,294.0,0.5,6.9,6957,1597,69.0,1.6,3.4,Low,2.5
67,Male,Medium,Average,23.6,234.0,2.7,11.4,12847,1509,60.0,1.9,3.4,Medium,0.2999999999999998
47,Male,Medium,Healthy,25.3,89.0,1.8,11.4,9944,1811,62.0,1.7,2.7,Medium,2.4000000000000004
37,Female,Medium,Average,21.0,78.0,2.7,3.0,7159,984,58.0,2.1,5.3,Low,0.5999999999999996
41,Other,Medium,Average,23.6,474.0,2.4,7.4,6252,1544,73.0,2.0,4.6,High,1.9000000000000004
40,Male,Medium,Healthy,20.8,235.0,2.7,6.5,8133,1236,57.0,2.2,4.7,Low,1.5
24,Male,Low,Healthy,24.8,59.0,2.1,7.1,3842,1509,67.0,2.4,4.3,Low,0.7999999999999998
26,Male,Medium,Average,22.6,141.0,3.8,2.9,11810,1396,53.0,2.3,4.8,Low,1.0999999999999996
18,Male,Medium,Healthy,28.1,313.0,2.1,7.6,9172,2026,70.0,2.3,4.0,Low,1.0
43,Male,Low,Unhealthy,27.7,36.0,2.9,3.2,3655,1515,72.0,2.3,5.7,Low,0.5
55,Male,Medium,Average,21.3,608.0,1.8,2.0,6236,1464,71.0,1.1,4.6,Medium,2.2
55,Male,High,Average,25.0,0.0,2.5,7.6,15602,2067,50.0,1.7,4.3,Low,1.0999999999999996
61,Male,Medium,Healthy,27.6,338.0,1.5,11.8,8276,1770,67.0,1.2,2.7,Medium,2.0999999999999996
39,Male,Medium,Unhealthy,24.3,127.0,2.7,4.9,7097,1325,62.0,1.2,3.0,Low,2.5
61,Male,Medium,Healthy,22.1,78.0,2.6,5.8,6627,1496,65.0,2.0,3.8,Low,2.0
27,Male,Medium,Healthy,20.6,280.0,2.9,9.2,9098,1374,61.0,2.6,4.8,Low,0.5
23,Other,Medium,Healthy,28.4,131.0,2.9,9.9,7185,1745,68.0,1.3,3.8,Low,0.2999999999999998
34,Male,Medium,Healthy,28.6,438.0,2.5,7.3,7353,1651,76.0,1.7,3.9,Low,0.9000000000000004
68,Female,Medium,Average,24.2,0.0,4.1,5.2,7030,1133,64.0,1.7,4.7,Low,0.0
67,Female,Low,Average,28.1,284.0,2.5,10.3,8251,1746,72.0,1.4,3.7,Medium,1.2999999999999998
55,Female,Medium,Average,17.5,158.0,2.5,3.9,8315,1087,55.0,2.0,5.2,Low,0.2999999999999998
41,Female,Low,Average,30.3,244.0,2.4,5.7,2765,1685,80.0,1.6,3.2,Medium,1.5999999999999996
68,Female,High,Average,24.4,277.0,2.7,8.5,6281,1464,68.0,2.8,4.7,Low,0.09999999999999964
25,Male,Low,Healthy,23.7,235.0,2.2,8.0,3560,1754,74.0,3.0,5.0,Low,0.6999999999999993
38,Male,Medium,Healthy,30.6,363.0,3.1,9.8,11390,1923,75.0,1.0,2.3,Low,2.0999999999999996
23,Other,High,Healthy,20.8,269.0,2.5,11.2,20860,1890,50.0,1.6,3.7,Low,2.0
38,Female,Medium,Average,30.9,144.0,3.3,6.0,7523,2221,70.0,3.3,7.5,Low,1.6999999999999993
56,Female,Medium,Average,26.6,0.0,1.0,5.9,8728,1477,67.0,1.4,4.3,Low,1.5
41,Female,Medium,Average,27.5,276.0,3.7,8.8,7669,1849,71.0,1.8,3.9,Medium,0.7999999999999998
50,Female,Medium,Average,23.7,481.0,3.2,5.5,8910,1391,66.0,2.0,4.5,Low,1.2000000000000002
35,Female,High,Average,19.8,299.0,2.5,6.2,13278,1474,51.0,2.4,5.8,Low,0.20000000000000018
45,Female,Low,Average,28.7,373.0,2.4,7.8,3164,1640,84.0,2.4,3.8,Medium,0.5999999999999996
69,Female,High,Average,26.2,339.0,3.0,7.9,12029,2020,65.0,2.3,5.1,Medium,0.2999999999999998
49,Female,High,Healthy,30.4,141.0,1.7,2.2,16130,1960,57.0,2.4,5.7,Low,1.2000000000000002
29,Female,High,Average,24.2,213.0,2.5,4.1,17908,1977,50.0,2.4,5.6,Low,0.09999999999999964
65,Female,Medium,Average,23.3,330.0,2.6,2.4,7101,1300,77.0,1.2,4.2,Low,0.5999999999999996
